"x","title","job.seniority","rating","company","competitor","job.state","headquarters","same.state","size","founded","type.of.ownership","industry","sector","revenue","min.salary","max.salary","avg.salary","age","python","r","spark","aws","excel"
454,"analyst","No Desc","Satisfied","Beckman Coulter Diagnostics",3,"NY","CA",0,"large",1935,"Subsidiary or Business Segment","Health Care Products Manufacturing","Manufacturing","large-bus",54,92,73,52,0,0,0,1,1
455,"D-sci","No Desc","Satisfied","IHS Markit",2,"NY","United Kingdom",0,"large",2016,"Public","Consulting","Business Services","large-bus",61,100,80.5,30,1,0,0,1,0
456,"D-sci","No Desc","Satisfied","ALIN",0,"NY","India",0,"medium",1992,"Private","Others","-1","large-bus",81,140,110.5,30,1,0,0,0,0
457,"D-eng","No Desc","Neutral","Affinity Solutions",3,"CA","NY",0,"small",1998,"Private","Advertising & Marketing","Business Services","medium-bus",80,148,114,22,1,0,1,0,0
458,"D-sci","No Desc","Satisfied","e-IT Professionals Corp.",0,"CA","MI",0,"small",1992,"Private","Health, Beauty, & Fitness","Consumer Services","small-bus",108,171,139.5,30,1,0,0,0,0
459,"D-sci","No Desc","Very Satisfied","TechProjects",0,"NY","NJ",0,"small",2011,"Private","IT Services","Information Technology","medium-bus",112,179,145.5,30,1,0,0,0,1
460,"D-sci","No Desc","Satisfied","Biz2Credit Inc",3,"NY","NY",1,"medium",2007,"Private","Lending","Finance","large-bus",63,111,87,30,0,0,0,0,1
461,"D-sci","No Desc","Satisfied","PeoplesBank",0,"MA","MA",1,"medium",1885,"Private","Banks & Credit Unions","Finance","medium-bus",75,126,100.5,52,0,0,0,0,1
462,"D-sci","No Desc","Satisfied","Capgemini",3,"NY","France",0,"large",1967,"Public","Enterprise Software & Network Solutions","Information Technology","large-bus",110,184,147,53,1,0,1,0,1
463,"D-eng","No Desc","Satisfied","GNY Insurance Companies",3,"NY","NY",1,"medium",1914,"Private","Insurance Carriers","Insurance","large-bus",76,145,110.5,52,1,0,0,0,1
464,"analyst","No Desc","Satisfied","Citadel Federal Credit Union",3,"PA","PA",1,"medium",1937,"Nonprofit Organization","Banks & Credit Unions","Finance","large-bus",36,62,49,52,1,0,0,0,0
465,"D-sci","No Desc","Very Satisfied","Conch Technologies, Inc",0,"MA","TN",0,"small",1992,"Private","Consulting","Business Services","small-bus",70,118,94,30,1,0,1,1,0
466,"D-sci","Senior Prof","Satisfied","Medidata Solutions",1,"NY","NY",1,"large",1999,"Public","Enterprise Software & Network Solutions","Information Technology","large-bus",94,153,123.5,21,1,0,0,1,0
467,"na","Senior Prof","Neutral","Rochester Regional Health",0,"NY","NY",1,"large",2014,"Hospital","Health Care Services & Hospitals","Health Care","large-bus",54,115,84.5,30,0,0,0,0,0
468,"analyst","No Desc","Satisfied","CALIBRE Systems",3,"VA","VA",1,"medium",1989,"Private","IT Services","Information Technology","large-bus",50,92,71,31,0,0,0,0,1
469,"D-eng","No Desc","Satisfied","HP Inc.",0,"OR","CA",0,"large",1939,"Public","Computer Hardware & Software","Information Technology","large-bus",49,97,73,52,0,0,0,0,0
470,"director","No Desc","Satisfied","MassMutual",0,"MA","MA",0,"large",1851,"Private","Insurance Carriers","Insurance","large-bus",67,135,101,52,0,0,0,0,0
471,"ML","No Desc","Satisfied","Tapjoy",2,"CA","CA",1,"medium",2007,"Private","Internet","Information Technology","medium-bus",138,224,181,30,1,0,1,0,0
472,"D-sci","No Desc","Satisfied","Northrop Grumman",0,"CA","VA",0,"large",1939,"Public","Aerospace & Defense","Aerospace & Defense","large-bus",80,139,109.5,52,0,0,0,0,1
473,"D-sci","Senior Prof","Satisfied","Visa Inc.",3,"WA","CA",0,"large",1958,"Public","IT Services","Information Technology","large-bus",158,211,184.5,62,1,0,0,0,1
474,"D-sci","Senior Prof","Satisfied","Quartet Health",0,"NY","NY",1,"medium",2014,"Private","Enterprise Software & Network Solutions","Information Technology","large-bus",150,180,165,30,1,0,0,0,0
475,"analyst","No Desc","Satisfied","Motorola Solutions",3,"IL","IL",1,"large",1928,"Public","Computer Hardware & Software","Information Technology","large-bus",42,80,61,52,1,0,1,0,0
476,"D-eng","Senior Prof","Satisfied","Credit Sesame",3,"CA","CA",1,"small",2010,"Private","Internet","Information Technology","medium-bus",190,220,205,30,1,0,1,1,0
477,"analyst","No Desc","Neutral","Success Academy Charter Schools",0,"NY","NY",1,"large",2006,"Other Organization","K-12 Education","Education","large-bus",42,77,59.5,30,1,0,0,0,1
478,"na","No Desc","Neutral","Reynolds American",0,"KY","NC",0,"large",1875,"Private","Consumer Products Manufacturing","Manufacturing","large-bus",68,139,103.5,52,0,0,0,0,0
479,"na","No Desc","Neutral","Infosys",3,"CT","India",0,"large",1981,"Public","IT Services","Information Technology","large-bus",54,71,62.5,39,0,0,0,0,1
480,"manager","No Desc","Satisfied","MassMutual",0,"MA","MA",1,"large",1851,"Private","Insurance Carriers","Insurance","large-bus",34,92,63,52,0,0,0,0,1
481,"analyst","No Desc","Satisfied","AXION Healthcare Solutions",2,"NY","NY",1,"small",1980,"Private","Health Care Services & Hospitals","Health Care","medium-bus",47,85,66,40,0,0,0,0,1
482,"D-eng","No Desc","Satisfied","Alignment Healthcare",0,"CA","CA",1,"medium",2013,"Private","Health Care Services & Hospitals","Health Care","medium-bus",65,124,94.5,30,1,0,1,1,1
483,"D-sci","No Desc","Satisfied","ExecOnline",3,"NY","NY",1,"small",2012,"Private","Education Training Services","Education","medium-bus",56,95,75.5,30,1,0,0,1,0
484,"ML","No Desc","Satisfied","Mteq",2,"VA","VA",0,"medium",1954,"Public","Aerospace & Defense","Aerospace & Defense","large-bus",62,112,87,66,1,0,0,0,0
485,"D-sci","Senior Prof","Satisfied","AstraZeneca",3,"MD","United Kingdom",0,"large",1913,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",107,173,140,52,1,0,0,0,1
486,"D-sci","No Desc","Satisfied","Brillient",0,"MD","VA",0,"medium",2006,"Private","IT Services","Information Technology","medium-bus",64,108,86,30,1,0,0,0,1
487,"D-sci","Senior Prof","Satisfied","Entefy",0,"CA","CA",1,"small",2012,"Private","Internet","Information Technology","medium-bus",89,144,116.5,30,1,0,0,0,0
488,"na","Senior Prof","Satisfied","Sunovion",3,"MA","MA",1,"large",2010,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",109,200,154.5,30,1,0,0,0,1
489,"ML","No Desc","Satisfied","Cboe Global Markets",0,"KS","IL",0,"medium",1973,"Public","Stock Exchanges","Finance","large-bus",61,113,87,47,1,0,0,0,1
490,"analyst","No Desc","Satisfied","San Manuel Casino",0,"CA","CA",1,"large",1986,"Private","Gambling","Arts, Entertainment & Recreation","large-bus",35,62,48.5,34,0,0,0,0,1
491,"D-eng","No Desc","Neutral","Trace3",3,"TX","CA",0,"medium",2002,"Private","IT Services","Information Technology","large-bus",55,105,80,18,1,0,1,0,1
492,"na","No Desc","Satisfied","Texas Health Huguley Hospital",0,"TX","TX",0,"large",1977,"Hospital","Health Care Services & Hospitals","Health Care","medium-bus",42.12,58.5,50.31,43,0,0,0,1,0
493,"na","No Desc","Dissatisfied","Teasdale Latin Foods",0,"IL","TX",0,"medium",1992,"Private","Food & Beverage Manufacturing","Manufacturing","large-bus",39,66,52.5,30,0,0,0,0,0
494,"D-sci","Senior Prof","Satisfied","Northrop Grumman",0,"CA","VA",0,"large",1939,"Public","Aerospace & Defense","Aerospace & Defense","large-bus",135,211,173,52,1,0,0,0,0
495,"D-eng","No Desc","Satisfied","Saama Technologies Inc",3,"AZ","CA",0,"medium",1997,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","medium-bus",57,80,68.5,23,1,0,1,0,0
496,"D-sci","No Desc","Satisfied","Two Sigma",0,"NY","NY",1,"large",2001,"Private","Investment Banking & Asset Management","Finance","large-bus",129,215,172,19,0,0,0,0,0
497,"D-sci","No Desc","Neutral","Liberty Mutual Insurance",3,"MA","MA",1,"large",1912,"Private","Insurance Carriers","Insurance","large-bus",86,143,114.5,52,1,0,0,0,0
498,"na","Senior Prof","Satisfied","AstraZeneca",3,"MD","United Kingdom",0,"large",1913,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",63,127,95,52,0,0,0,0,0
499,"D-sci","No Desc","Neutral","MITRE",3,"MA","MA",1,"large",1958,"Nonprofit Organization","Federal Agencies","Government","large-bus",50,89,69.5,62,1,0,0,0,1
500,"D-eng","No Desc","Neutral","Guidepoint",3,"NY","NY",1,"medium",2003,"Private","Research & Development","Business Services","large-bus",43,86,64.5,30,1,0,0,1,1
501,"na","No Desc","Dissatisfied","Cerus Corporation",0,"CA","CA",1,"medium",1992,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","medium-bus",74,149,111.5,30,0,0,0,0,1
502,"D-sci","No Desc","Satisfied","Strategic Financial Solutions",2,"NY","NY",1,"medium",2007,"Private","Consumer Product Rental","Consumer Services","large-bus",71,124,97.5,30,1,0,0,0,1
503,"D-eng","No Desc","Satisfied","Takeda Pharmaceuticals",3,"MA","Japan",0,"large",1781,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",113,196,154.5,52,0,0,1,1,1
504,"ML","Senior Prof","Neutral","Software Engineering Institute",0,"PA","PA",1,"medium",1984,"College / University","Colleges & Universities","Education","medium-bus",81,167,124,36,0,0,0,0,0
505,"D-sci","No Desc","Neutral","Remedy BPCI Partners, LLC.",2,"NY","CT",0,"medium",2011,"Private","Health Care Services & Hospitals","Health Care","medium-bus",69,121,95,30,1,0,1,1,0
506,"D-sci","Senior Prof","Satisfied","Maven Wave Partners",0,"IL","IL",1,"medium",2008,"Private","Consulting","Business Services","medium-bus",97,160,128.5,30,1,0,0,1,1
507,"D-sci","Senior Prof","Neutral","The Climate Corporation",3,"CA","CA",1,"medium",2006,"Subsidiary or Business Segment","Enterprise Software & Network Solutions","Information Technology","large-bus",150,238,194,30,0,0,0,1,1
508,"D-sci","No Desc","Satisfied","Crossix Solutions",0,"NY","NY",1,"medium",2005,"Public","Advertising & Marketing","Business Services","medium-bus",77,132,104.5,30,1,0,1,1,1
509,"na","No Desc","Satisfied","Vail Health",0,"CO","CO",1,"medium",1966,"Hospital","Health Care Services & Hospitals","Health Care","large-bus",56.16,91.26,73.71,54,0,0,0,0,0
510,"D-eng","No Desc","Satisfied","Clarity Insights",0,"NC","IL",0,"medium",2008,"Private","IT Services","Information Technology","medium-bus",59,112,85.5,30,1,0,0,0,1
511,"analyst","No Desc","Satisfied","The Church of Jesus Christ of Latter-day Saints",0,"UT","UT",1,"large",1992,"Nonprofit Organization","Religious Organizations","Non-Profit","small-bus",35,65,50,30,0,0,0,1,1
512,"D-eng","No Desc","Neutral","NCSOFT",3,"CA","South Korea",0,"large",1997,"Public","Video Games","Media","large-bus",79,147,113,23,1,0,1,1,1
513,"na","No Desc","Satisfied","GSK",3,"MA","United Kingdom",0,"large",1830,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",62,119,90.5,52,0,0,0,1,0
514,"D-sci","Senior Prof","Satisfied","Factual",1,"CA","CA",1,"small",2008,"Private","Computer Hardware & Software","Information Technology","medium-bus",119,187,153,30,1,0,1,0,1
515,"analyst","No Desc","Neutral","TriNet",3,"CA","CA",1,"large",1988,"Public","Consulting","Business Services","large-bus",90,157,123.5,32,0,0,0,0,1
516,"analyst","Senior Prof","Satisfied","Signpost",0,"NY","NY",1,"medium",2010,"Private","Internet","Information Technology","medium-bus",32,62,47,30,0,0,1,0,0
517,"manager","No Desc","Satisfied","Central California Alliance for Health",0,"CA","CA",1,"medium",1996,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","large-bus",42,86,64,24,0,0,0,0,0
518,"na","No Desc","Satisfied","Adobe",2,"CA","CA",1,"large",1982,"Public","Computer Hardware & Software","Information Technology","large-bus",116,208,162,38,1,0,0,0,1
519,"D-sci","Senior Prof","Satisfied","AstraZeneca",3,"NY","United Kingdom",0,"large",1913,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",102,172,137,52,1,0,0,0,0
520,"D-eng","Senior Prof","Neutral","Pilot Flying J Travel Centers LLC",3,"TN","TN",1,"large",1958,"Private","Gas Stations","Retail","large-bus",69,127,98,62,1,0,0,0,0
521,"D-sci","No Desc","Satisfied","Swiss Re",3,"NY","Switzerland",0,"large",1863,"Public","Insurance Agencies & Brokerages","Insurance","large-bus",86,144,115,52,1,0,0,0,1
522,"D-sci","Senior Prof","Satisfied","Sartorius",0,"CO","Germany",0,"large",1870,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",102,165,133.5,52,1,0,0,0,1
523,"D-eng","No Desc","Satisfied","Pinnacol Assurance",0,"CO","CO",1,"medium",1915,"Nonprofit Organization","Insurance Carriers","Insurance","large-bus",74,124,99,52,1,0,0,1,0
524,"na","No Desc","Neutral","Palermo's Pizza",0,"WI","WI",1,"medium",1964,"Private","Food & Beverage Manufacturing","Manufacturing","large-bus",40,68,54,56,0,0,0,0,0
525,"D-eng","Senior Prof","Neutral","Equian LLC",0,"TN","IN",0,"large",2004,"Private","Health Care Services & Hospitals","Health Care","medium-bus",76,142,109,30,0,0,0,1,1
526,"D-eng","No Desc","Neutral","MetroStar Systems",0,"MD","VA",0,"medium",1999,"Private","IT Services","Information Technology","medium-bus",76,142,109,21,0,0,0,1,0
527,"D-sci","Senior Prof","Satisfied","MathWorks",0,"MA","MA",1,"large",1984,"Private","Computer Hardware & Software","Information Technology","large-bus",108,171,139.5,36,1,0,0,0,0
528,"director","No Desc","Neutral","Liberty Mutual Insurance",3,"IL","MA",0,"large",1912,"Private","Insurance Carriers","Insurance","large-bus",202,306,254,52,1,0,0,0,0
529,"ML","No Desc","Neutral","Information Builders",3,"NY","NY",1,"large",1975,"Private","Computer Hardware & Software","Information Technology","large-bus",91,159,125,45,1,0,0,1,1
530,"na","Senior Prof","Satisfied","Novartis",0,"MA","Switzerland",0,"large",1996,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",80,133,106.5,24,1,0,0,0,0
531,"na","No Desc","Neutral","Audentes Therapeutics",3,"CA","CA",0,"medium",2012,"Subsidiary or Business Segment","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",49,97,73,30,0,0,0,0,0
532,"na","No Desc","Neutral","Advanced BioScience Laboratories",0,"MD","MD",1,"medium",1961,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","medium-bus",49,113,81,59,0,0,0,0,1
533,"na","No Desc","Satisfied","Beebe Healthcare",0,"DE","DE",0,"large",1935,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","large-bus",49.14,79.56,64.35,52,0,0,0,0,0
534,"na","No Desc","Neutral","Reynolds American",0,"NC","NC",1,"large",1875,"Private","Consumer Products Manufacturing","Manufacturing","large-bus",65,134,99.5,52,0,0,0,0,1
535,"analyst","No Desc","Neutral","National Interstate",0,"OH","OH",1,"medium",1989,"Private","Insurance Carriers","Insurance","large-bus",32,59,45.5,31,0,0,0,0,0
536,"analyst","No Desc","Satisfied","The Hanover Insurance Group",0,"MA","MA",1,"large",1852,"Public","Insurance Carriers","Insurance","large-bus",39,69,54,52,0,0,0,0,0
537,"D-eng","Senior Prof","Satisfied","Moser Consulting",0,"IN","IN",1,"small",1996,"Private","Consulting","Business Services","medium-bus",87,158,122.5,24,1,0,1,1,0
538,"analyst","No Desc","Neutral","Greenway Health",3,"FL","FL",1,"large",1977,"Subsidiary or Business Segment","Enterprise Software & Network Solutions","Information Technology","large-bus",27,48,37.5,43,0,0,0,0,1
539,"analyst","No Desc","Satisfied","Fareportal",3,"NY","NY",1,"large",2002,"Private","Travel Agencies","Travel & Tourism","large-bus",36,71,53.5,18,1,0,0,0,1
540,"D-sci","Senior Prof","Satisfied","TransUnion",0,"IL","IL",1,"large",1968,"Public","Financial Analytics & Research","Finance","large-bus",107,173,140,52,1,0,0,0,1
541,"na","Senior Prof","Neutral","MITRE",3,"VA","MA",0,"large",1958,"Nonprofit Organization","Federal Agencies","Government","large-bus",56,99,77.5,62,0,0,0,0,0
542,"na","No Desc","Neutral","Mcphail Associates",0,"MA","MA",1,"small",1976,"Private","Construction","Construction, Repair & Maintenance","micro-bus",58.5,65.52,62.01,44,0,0,0,0,1
543,"na","Senior Prof","Neutral","Reynolds American",0,"NC","NC",1,"large",1875,"Private","Consumer Products Manufacturing","Manufacturing","large-bus",80,155,117.5,52,0,0,0,0,1
544,"na","No Desc","Dissatisfied","Crown Bioscience",0,"CA","CA",1,"medium",2006,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","medium-bus",43,98,70.5,30,0,0,0,0,0
545,"na","No Desc","Neutral","Q2 Solutions",0,"NY","NC",0,"large",2015,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",44,96,70,30,0,0,0,0,1
546,"manager","No Desc","Very Satisfied","HOVER",0,"CA","CA",1,"small",2011,"Private","Computer Hardware & Software","Information Technology","medium-bus",45,78,61.5,30,0,0,0,0,1
547,"na","Senior Prof","Neutral","Q2 Solutions",0,"GA","NC",0,"large",2015,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",50,110,80,30,0,0,0,0,1
548,"D-sci","No Desc","Very Satisfied","Oversight Systems",0,"GA","GA",1,"small",2003,"Private","Computer Hardware & Software","Information Technology","medium-bus",60,99,79.5,30,1,0,0,0,1
549,"D-sci","No Desc","Very Satisfied","Confluent",0,"CA","CA",1,"medium",2014,"Private","Computer Hardware & Software","Information Technology","large-bus",130,206,168,30,1,0,0,0,1
550,"D-eng","No Desc","Neutral","Arbella Insurance",0,"MA","MA",1,"large",1988,"Private","Insurance Carriers","Insurance","large-bus",61,119,90,32,0,0,1,0,1
551,"R&D","Senior Prof","Satisfied","Kronos Bio",0,"MA","CA",0,"small",1992,"Private","Others","-1","small-bus",100,140,120,30,0,0,0,0,1
552,"analyst","Senior Prof","Satisfied","Life360",0,"CA","CA",1,"small",2008,"Public","Computer Hardware & Software","Information Technology","small-bus",99,178,138.5,30,1,0,0,0,0
553,"na","Senior Prof","Satisfied","IQVIA",3,"PA","NC",0,"large",2017,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",86,137,111.5,30,0,0,0,0,0
554,"manager","No Desc","Satisfied","MassMutual",0,"MA","MA",0,"large",1851,"Private","Insurance Carriers","Insurance","large-bus",37,100,68.5,52,0,0,0,0,1
555,"na","Senior Prof","Satisfied","GSK",3,"MA","United Kingdom",0,"large",1830,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",58,111,84.5,52,0,0,0,1,0
556,"D-eng","Senior Prof","Satisfied","Eventbrite",3,"TN","CA",0,"large",2006,"Public","Internet","Information Technology","large-bus",72,133,102.5,30,1,0,1,1,0
557,"na","No Desc","Neutral","Software Engineering Institute",0,"PA","PA",1,"medium",1984,"College / University","Colleges & Universities","Education","large-bus",56,91,73.5,36,0,0,0,0,1
558,"R&D","Senior Prof","Satisfied","Riverside Research Institute",0,"OH","VA",0,"medium",1967,"Nonprofit Organization","Federal Agencies","Government","medium-bus",61,126,93.5,53,1,0,0,0,0
559,"manager","No Desc","Neutral","Numeric, LLC",0,"PA","PA",0,"small",1992,"Private","Staffing & Outsourcing","Business Services","small-bus",95,160,127.5,30,0,0,0,0,1
560,"analyst","No Desc","Satisfied","The Church of Jesus Christ of Latter-day Saints",0,"UT","UT",1,"large",1992,"Nonprofit Organization","Religious Organizations","Non-Profit","micro-bus",53,91,72,30,0,0,0,0,0
561,"na","No Desc","Satisfied","MassMutual",0,"MA","MA",0,"large",1851,"Private","Insurance Carriers","Insurance","large-bus",101,158,129.5,52,1,0,1,1,1
562,"analyst","No Desc","Neutral","Icon Health and Fitness",3,"UT","UT",1,"large",1977,"Private","Consumer Products Manufacturing","Manufacturing","large-bus",33,61,47,43,1,0,0,0,1
563,"D-eng","No Desc","Satisfied","Shipt",0,"AL","AL",1,"medium",2014,"Subsidiary or Business Segment","Consumer Product Rental","Consumer Services","medium-bus",44,86,65,30,1,0,1,1,1
564,"analyst","No Desc","Satisfied","Associated Banc-Corp",3,"WI","WI",1,"large",1870,"Public","Banks & Credit Unions","Finance","large-bus",43,77,60,52,0,0,0,1,1
565,"D-sci","Senior Prof","Satisfied","Pfizer",0,"NY","NY",1,"large",1849,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",125,210,167.5,52,0,0,0,1,1
566,"analyst","No Desc","Satisfied","Fareportal",3,"NY","NY",1,"large",2002,"Private","Travel Agencies","Travel & Tourism","large-bus",44,86,65,18,0,0,0,0,1
567,"analyst","Senior Prof","Satisfied","Novetta",3,"VA","VA",0,"medium",2012,"Private","Enterprise Software & Network Solutions","Information Technology","large-bus",69,119,94,30,1,0,0,0,0
568,"analyst","Senior Prof","Dissatisfied","Moda Operandi",3,"NY","NY",1,"medium",2010,"Private","Department, Clothing, & Shoe Stores","Retail","large-bus",65,110,87.5,30,1,0,0,0,1
569,"D-eng","Senior Prof","Satisfied","Novetta",3,"VA","VA",0,"medium",2012,"Private","Enterprise Software & Network Solutions","Information Technology","large-bus",67,127,97,30,1,0,1,1,0
570,"D-eng","Senior Prof","Satisfied","Genesys",3,"NC","CA",0,"large",1990,"Private","Computer Hardware & Software","Information Technology","large-bus",78,147,112.5,30,1,0,1,1,0
571,"na","No Desc","Satisfied","MassMutual",0,"MA","MA",0,"large",1851,"Private","Insurance Carriers","Insurance","large-bus",66,117,91.5,52,0,0,1,1,1
572,"na","No Desc","Neutral","Liberty Mutual Insurance",3,"IN","MA",0,"large",1912,"Private","Insurance Carriers","Insurance","large-bus",37,66,51.5,52,1,0,0,0,1
573,"D-sci","No Desc","Satisfied","Novartis",0,"MA","Switzerland",0,"large",1996,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",86,143,114.5,24,0,0,0,0,0
574,"D-sci","No Desc","Satisfied","USEReady",0,"NY","NY",1,"medium",2011,"Private","Consulting","Business Services","medium-bus",84,146,115,30,1,0,1,1,0
575,"manager","No Desc","Neutral","Numeric, LLC",0,"PA","PA",0,"small",1992,"Private","Staffing & Outsourcing","Business Services","small-bus",50,98,74,30,1,0,0,1,0
576,"na","No Desc","Very Satisfied","QK",0,"CA","CA",0,"small",1972,"Private","Architectural & Engineering Services","Business Services","medium-bus",38,64,51,48,0,0,0,0,1
577,"D-eng","Senior Prof","Neutral","Tivity Health",0,"AZ","TN",0,"medium",1981,"Public","Health Care Services & Hospitals","Health Care","medium-bus",90,110,100,39,0,0,0,0,0
578,"D-sci","Senior Prof","Satisfied","Novartis",0,"MA","Switzerland",0,"large",1996,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",92,150,121,24,0,0,0,0,0
579,"analyst","Senior Prof","Satisfied","Demandbase",3,"CA","CA",1,"medium",2006,"Private","Computer Hardware & Software","Information Technology","large-bus",90,153,121.5,30,0,0,0,0,0
580,"na","No Desc","Neutral","Santander",0,"MA","Spain",0,"large",1856,"Private","Banks & Credit Unions","Finance","large-bus",43,82,62.5,52,1,0,0,0,1
581,"na","No Desc","Satisfied","Monte Rosa Therapeutics",0,"MA",NA,0,"small",1992,"Other Organization","Others","-1","small-bus",100,135,117.5,30,0,0,0,0,1
582,"D-sci","Senior Prof","Satisfied","Luminar Technologies",0,"FL","FL",1,"medium",2012,"Private","Computer Hardware & Software","Information Technology","medium-bus",93,151,122,30,1,0,0,1,0
583,"D-eng","No Desc","Satisfied","BRMi",0,"VA","DC",0,"small",2004,"Private","IT Services","Information Technology","medium-bus",61,109,85,30,1,0,1,1,0
584,"D-eng","No Desc","Neutral","IntraEdge",0,"AZ","AZ",0,"medium",2002,"Private","IT Services","Information Technology","medium-bus",42,79,60.5,18,1,0,1,1,0
585,"D-sci","Senior Prof","Satisfied","Zest AI",0,"CA","CA",1,"small",2009,"Private","Financial Analytics & Research","Finance","medium-bus",139,221,180,30,1,0,0,0,1
586,"na","No Desc","Very Satisfied","Veterans United Home Loans",0,"MO","MO",1,"large",2002,"Private","Lending","Finance","large-bus",40,101,70.5,18,0,0,1,0,1
587,"D-eng","No Desc","Neutral","Peraton",0,"VA","VA",0,"large",2017,"Private","Aerospace & Defense","Aerospace & Defense","large-bus",84,153,118.5,30,1,0,1,0,0
588,"na","No Desc","Satisfied","Emtec, Inc.",0,"IL","FL",0,"medium",1995,"Private","Enterprise Software & Network Solutions","Information Technology","large-bus",52,81,66.5,25,1,0,0,0,0
589,"D-sci","No Desc","Neutral","PA Consulting",3,"MA","United Kingdom",0,"large",1943,"Private","Consulting","Business Services","large-bus",81,134,107.5,52,0,0,1,0,1
590,"D-eng","Senior Prof","Very Satisfied","Praetorian",0,"TX","TX",1,"small",2010,"Private","Security Services","Business Services","medium-bus",97,180,138.5,30,1,0,1,0,0
591,"na","No Desc","Neutral","Advanced BioScience Laboratories",0,"MD","MD",1,"medium",1961,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","medium-bus",49,113,81,59,0,0,0,0,0
592,"D-eng","No Desc","Satisfied","COUNTRY Financial",3,"IL","IL",1,"large",1925,"Private","Insurance Carriers","Insurance","large-bus",44,73,58.5,52,1,0,1,0,1
593,"D-eng","Senior Prof","Neutral","Echo Global Logistics",3,"IL","IL",1,"large",2005,"Public","Transportation Management","Transportation & Logistics","large-bus",75,140,107.5,30,0,0,0,0,0
594,"na","No Desc","Satisfied","Agios Pharmaceuticals",0,"MA","MA",1,"medium",2008,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","medium-bus",84,157,120.5,30,0,0,0,0,0
595,"manager","No Desc","Satisfied","Tapjoy",2,"CA","CA",1,"medium",2007,"Private","Internet","Information Technology","medium-bus",40,87,63.5,30,1,0,1,0,0
596,"na","No Desc","Neutral","Reynolds American",0,"KY","NC",0,"large",1875,"Private","Consumer Products Manufacturing","Manufacturing","large-bus",68,139,103.5,52,0,0,0,0,0
597,"D-sci","No Desc","Satisfied","Mentor Graphics",3,"CA","OR",0,"large",1981,"Public","Computer Hardware & Software","Information Technology","large-bus",72,142,107,39,1,0,0,0,1
598,"D-eng","No Desc","Satisfied","Maxar Technologies",0,"VA","CO",0,"large",1992,"Public","Aerospace & Defense","Aerospace & Defense","large-bus",74,137,105.5,30,1,0,1,0,0
599,"D-eng","No Desc","Neutral","ICW Group",3,"CA","CA",1,"medium",1972,"Private","Insurance Carriers","Insurance","large-bus",57,109,83,48,0,0,0,0,0
600,"D-eng","Senior Prof","Satisfied","Glassdoor",2,"CA","CA",0,"large",2007,"Private","Internet","Information Technology","large-bus",121,203,162,30,1,0,1,1,1
601,"na","No Desc","Satisfied","Esri",1,"CA","CA",1,"large",1969,"Private","Computer Hardware & Software","Information Technology","large-bus",52,85,68.5,51,1,0,1,0,1
602,"D-sci","Senior Prof","Neutral","Assurant",3,"OH","NY",0,"large",1978,"Public","Insurance Carriers","Insurance","large-bus",81,140,110.5,42,0,0,0,0,1
603,"D-eng","Senior Prof","Satisfied","F&G",0,"IA","IA",1,"medium",1992,"Subsidiary or Business Segment","Insurance Carriers","Insurance","large-bus",83,148,115.5,30,1,0,0,0,1
604,"R&D","Senior Prof","Neutral","Exelixis",3,"CA","CA",1,"medium",1994,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",59,116,87.5,26,0,0,0,0,1
605,"D-sci","Senior Prof","Satisfied","PNNL",3,"WA","WA",1,"large",1965,"Government","Energy","Oil, Gas, Energy & Utilities","large-bus",60,101,80.5,55,0,0,0,0,0
606,"analyst","No Desc","Very Satisfied","GreatAmerica Financial Services",0,"IA","IA",1,"medium",1992,"Private","Lending","Finance","large-bus",31,55,43,28,0,0,0,0,1
